Timestamp,gender,What is your age group?,"How often do you plan and book leisure travel (vacations, weekend trips, etc.)?",How much do you spend on a typical trip?,What type of trips do you most enjoy? (Select up to 3),"How often do you use Social media platforms (Instagram, Facebook, TikTok) such as Facebook, Twitter, TikTok, Instagram, Youtube?","Which Social media platforms (Instagram, Facebook, TikTok) Platform do you use the most?","Have you ever come across a sponsored travel post or ad while browsing Social media platforms (Instagram, Facebook, TikTok)?",If Yes: Which platform do you recall seeing sponsored travel content on most often?,"When you see sponsored travel content, how likely are you to take the following actions?",Sponsored travel content helps me discover destinations or experiences I might not have considered otherwise?,Which sources do you typically use FIRST when starting to research a new travel destination?,Which type of travel content do you find most helpful when making booking decisions?,"When researching travel destinations or accommodations, how often do you notice that some content is labeled as 'sponsored,' 'ad,' or 'promoted'?","How much do you agree with this statement: 'I trust user-generated content (reviews, photos from other travelers) more than professionally produced travel content.'",How long does your typical travel planning process take from initial research to final booking?,On which device do you most often research and book travel?,"How often do you seek opinions from friends, family, or online communities before making a travel booking decision?",Which new travel content features would you find most helpful when planning a trip?,"Think about a recent travel booking you made. Describe how different types of content (photos, reviews, ads, recommendations) influenced your final decision. What made certain content more convincing or trustworthy to you?","Based on your experience with travel content and booking websites, what changes would make you more likely to trust and engage with travel recommendations or promotions? What frustrates you most about current travel content?",Name,Email
2025-04-01,Female,25-34,Once per year,$500-1000,"Luxury travel, Cultural / historical experiences, City breaks",Several times a week,Youtube,Yes,Youtube,Click link,Strongly Disagree,Friends and family recommendations,Video content showing experiences,Sometimes notice,Neutral,2-7 days,Smartphone,Sometimes,Augmented reality previews,Reviews and photos were most influential in my decision.,Better filtering and more authentic content would improve trust.,User3_81,user3_81@example.com
2025-05-20,Male,45-60,2-4 times per year,$0-500,"Visiting friends or family, City breaks, Budget travel",Several times a week,Youtube,Yes,Youtube,Share,Disagree,"Social media platforms (Instagram, Facebook, TikTok)",High-quality photos of destinations/hotels,Rarely notice,Neutral,2-7 days,Smartphone,Often,360° video tours,Reviews and photos were most influential in my decision.,Better filtering and more authentic content would improve trust.,User3_82,user3_82@example.com
2025-01-08,Male,35-44,2-4 times per year,$1000-2500,"Visiting friends or family, Wellness / relaxation retreats, City breaks",Several times a week,Youtube,Yes,Youtube,Click link,Strongly Agree,"Travel booking websites (Expedia, Booking.com)",Video content showing experiences,Always notice,Disagree,More than 3 months,Tablet,Always,AI itinerary suggestions,Reviews and photos were most influential in my decision.,Better filtering and more authentic content would improve trust.,User3_83,user3_83@example.com
2025-01-09,Female,25-34,More than 4 times per year,$0-500,"Luxury travel, Wellness / relaxation retreats, City breaks",Once a day,Instagram,Yes,Instagram,Ignore,Strongly Agree,Travel blogs and websites,Video content showing experiences,Rarely notice,Neutral,2-7 days,Laptop,Sometimes,Augmented reality previews,Reviews and photos were most influential in my decision.,Better filtering and more authentic content would improve trust.,User3_84,user3_84@example.com
2025-02-16,Male,25-34,Less than once per year,$500-1000,"Visiting friends or family, Adventure / outdoor activities, Beach holidays",Several times a week,Youtube,Yes,Youtube,Click link,Strongly Agree,Travel blogs and websites,High-quality photos of destinations/hotels,Sometimes notice,Neutral,More than 3 months,Tablet,Never,AI itinerary suggestions,Reviews and photos were most influential in my decision.,Better filtering and more authentic content would improve trust.,User3_85,user3_85@example.com
2025-03-01,Female,35-44,2-4 times per year,$1000-2500,"Budget travel, Luxury travel, Beach holidays",Once a day,Instagram,Yes,Instagram,Ignore,Strongly Agree,Friends and family recommendations,Video content showing experiences,Never notice,Disagree,1-3 weeks,Laptop,Sometimes,360° video tours,Reviews and photos were most influential in my decision.,Better filtering and more authentic content would improve trust.,User3_86,user3_86@example.com
2025-03-14,Male,35-44,Once per year,$500-1000,"Budget travel, Beach holidays, Wellness / relaxation retreats",Several times a week,Youtube,Yes,Youtube,Click link,Strongly Agree,Travel blogs and websites,Video content showing experiences,Never notice,Neutral,1-3 months,Tablet,Often,Interactive maps,Reviews and photos were most influential in my decision.,Better filtering and more authentic content would improve trust.,User3_87,user3_87@example.com
2025-05-20,Male,25-34,More than 4 times per year,$1000-2500,"Visiting friends or family, Beach holidays, Luxury travel",Weekly,Instagram,Yes,Instagram,Save the post,Neutral,Friends and family recommendations,Price comparisons and deals,Never notice,Agree,1-3 weeks,Tablet,Always,Augmented reality previews,Reviews and photos were most influential in my decision.,Better filtering and more authentic content would improve trust.,User3_88,user3_88@example.com
2025-04-07,Male,35-44,I don't plan leisure travel,$500-1000,"Beach holidays, Adventure / outdoor activities, Luxury travel",Weekly,Youtube,Yes,Youtube,Ignore,Strongly Agree,"Social media platforms (Instagram, Facebook, TikTok)",High-quality photos of destinations/hotels,Sometimes notice,Neutral,1-3 weeks,Laptop,Always,360° video tours,Reviews and photos were most influential in my decision.,Better filtering and more authentic content would improve trust.,User3_89,user3_89@example.com
2025-02-27,Male,35-44,Less than once per year,$1000-2500,"Cultural / historical experiences, Budget travel, Adventure / outdoor activities",Several times a week,Youtube,Yes,Youtube,Save the post,Strongly Agree,"Travel booking websites (Expedia, Booking.com)",Price comparisons and deals,Sometimes notice,Neutral,Same day (within 24 hours),Tablet,Sometimes,Interactive maps,Reviews and photos were most influential in my decision.,Better filtering and more authentic content would improve trust.,User3_90,user3_90@example.com
2025-05-21,Female,35-44,I don't plan leisure travel,$0-500,"Wellness / relaxation retreats, Visiting friends or family, Adventure / outdoor activities",Several times a week,Twitter/X,Yes,Twitter/X,Save the post,Disagree,"Travel booking websites (Expedia, Booking.com)",High-quality photos of destinations/hotels,Always notice,Neutral,2-7 days,Smartphone,Often,Interactive maps,Reviews and photos were most influential in my decision.,Better filtering and more authentic content would improve trust.,User3_91,user3_91@example.com
2025-05-06,Male,25-34,2-4 times per year,$1000-2500,"Luxury travel, Wellness / relaxation retreats, Adventure / outdoor activities",Weekly,Youtube,Yes,Youtube,Save the post,Disagree,Travel blogs and websites,Price comparisons and deals,Sometimes notice,Agree,1-3 weeks,Tablet,Never,Interactive maps,Reviews and photos were most influential in my decision.,Better filtering and more authentic content would improve trust.,User3_92,user3_92@example.com
2025-05-09,Female,25-34,I don't plan leisure travel,$1000-2500,"Budget travel, Wellness / relaxation retreats, Beach holidays",Several times a week,Instagram,Yes,Instagram,Share,Agree,"Search engines (Google, Bing)",Video content showing experiences,Sometimes notice,Neutral,1-3 months,Tablet,Never,Interactive maps,Reviews and photos were most influential in my decision.,Better filtering and more authentic content would improve trust.,User3_93,user3_93@example.com
2025-01-02,Male,35-44,I don't plan leisure travel,$1000-2500,"City breaks, Beach holidays, Budget travel",Once a day,Youtube,Yes,Youtube,Look up separately,Agree,"Search engines (Google, Bing)",Price comparisons and deals,Always notice,Agree,1-3 weeks,Smartphone,Often,Augmented reality previews,Reviews and photos were most influential in my decision.,Better filtering and more authentic content would improve trust.,User3_94,user3_94@example.com
2025-06-05,Female,25-34,I don't plan leisure travel,$1000-2500,"City breaks, Cultural / historical experiences, Wellness / relaxation retreats",Weekly,Instagram,Yes,Instagram,Save the post,Agree,Travel blogs and websites,Video content showing experiences,Rarely notice,Neutral,More than 3 months,Smartphone,Always,AI itinerary suggestions,Reviews and photos were most influential in my decision.,Better filtering and more authentic content would improve trust.,User3_95,user3_95@example.com
2025-01-28,Female,25-34,2-4 times per year,$500-1000,"Wellness / relaxation retreats, Cultural / historical experiences, Budget travel",Several times a week,Instagram,Yes,Instagram,Save the post,Agree,Travel blogs and websites,High-quality photos of destinations/hotels,Sometimes notice,Agree,Same day (within 24 hours),Laptop,Sometimes,360° video tours,Reviews and photos were most influential in my decision.,Better filtering and more authentic content would improve trust.,User3_96,user3_96@example.com
2025-01-14,Female,35-44,I don't plan leisure travel,$0-500,"Adventure / outdoor activities, Visiting friends or family, Wellness / relaxation retreats",Several times a week,Instagram,Yes,Instagram,Ignore,Disagree,Travel blogs and websites,High-quality photos of destinations/hotels,Never notice,Neutral,Same day (within 24 hours),Laptop,Never,Augmented reality previews,Reviews and photos were most influential in my decision.,Better filtering and more authentic content would improve trust.,User3_97,user3_97@example.com
2025-01-17,Male,35-44,More than 4 times per year,$500-1000,"Adventure / outdoor activities, Wellness / relaxation retreats, Luxury travel",Weekly,Instagram,Yes,Instagram,Ignore,Neutral,"Travel booking websites (Expedia, Booking.com)",High-quality photos of destinations/hotels,Always notice,Neutral,More than 3 months,Laptop,Sometimes,AI itinerary suggestions,Reviews and photos were most influential in my decision.,Better filtering and more authentic content would improve trust.,User3_98,user3_98@example.com
2025-04-02,Male,35-44,Less than once per year,$500-1000,"Cultural / historical experiences, Budget travel, Wellness / relaxation retreats",Weekly,Twitter/X,Yes,Twitter/X,Look up separately,Neutral,"Social media platforms (Instagram, Facebook, TikTok)",Price comparisons and deals,Rarely notice,Neutral,2-7 days,Tablet,Sometimes,AI itinerary suggestions,Reviews and photos were most influential in my decision.,Better filtering and more authentic content would improve trust.,User3_99,user3_99@example.com
2025-02-21,Male,25-34,2-4 times per year,$1000-2500,"Budget travel, City breaks, Cultural / historical experiences",Weekly,Twitter/X,Yes,Twitter/X,Save the post,Strongly Disagree,"Search engines (Google, Bing)",Video content showing experiences,Never notice,Neutral,1-3 weeks,Tablet,Never,AI itinerary suggestions,Reviews and photos were most influential in my decision.,Better filtering and more authentic content would improve trust.,User3_100,user3_100@example.com
2025-06-14,Female,35-44,Once per year,$0-500,"Budget travel, Cultural / historical experiences, Luxury travel",Several times a week,Youtube,Yes,Youtube,Look up separately,Disagree,Friends and family recommendations,Price comparisons and deals,Never notice,Neutral,Same day (within 24 hours),Smartphone,Often,360° video tours,Reviews and photos were most influential in my decision.,Better filtering and more authentic content would improve trust.,User3_101,user3_101@example.com
2025-01-05,Male,45-60,2-4 times per year,$1000-2500,"Adventure / outdoor activities, Visiting friends or family, Cultural / historical experiences",Several times a week,Twitter/X,Yes,Twitter/X,Ignore,Agree,"Search engines (Google, Bing)",High-quality photos of destinations/hotels,Always notice,Agree,2-7 days,Tablet,Often,360° video tours,Reviews and photos were most influential in my decision.,Better filtering and more authentic content would improve trust.,User3_102,user3_102@example.com
2025-03-23,Female,35-44,More than 4 times per year,$500-1000,"Cultural / historical experiences, Luxury travel, Beach holidays",Weekly,Youtube,Yes,Youtube,Ignore,Agree,Travel blogs and websites,Video content showing experiences,Always notice,Neutral,1-3 months,Tablet,Rarely,AI itinerary suggestions,Reviews and photos were most influential in my decision.,Better filtering and more authentic content would improve trust.,User3_103,user3_103@example.com
2025-06-11,Female,45-60,More than 4 times per year,$1000-2500,"Budget travel, Beach holidays, Visiting friends or family",Several times a week,Twitter/X,Yes,Twitter/X,Look up separately,Strongly Agree,"Travel booking websites (Expedia, Booking.com)",Video content showing experiences,Rarely notice,Disagree,1-3 months,Tablet,Sometimes,360° video tours,Reviews and photos were most influential in my decision.,Better filtering and more authentic content would improve trust.,User3_104,user3_104@example.com
2025-03-15,Male,35-44,I don't plan leisure travel,$1000-2500,"Visiting friends or family, Wellness / relaxation retreats, Budget travel",Several times a week,Youtube,Yes,Youtube,Ignore,Agree,"Social media platforms (Instagram, Facebook, TikTok)",Price comparisons and deals,Sometimes notice,Neutral,2-7 days,Laptop,Often,360° video tours,Reviews and photos were most influential in my decision.,Better filtering and more authentic content would improve trust.,User3_105,user3_105@example.com
2025-06-28,Female,25-34,More than 4 times per year,$500-1000,"Luxury travel, Budget travel, Cultural / historical experiences",Once a day,Youtube,Yes,Youtube,Click link,Agree,Travel blogs and websites,High-quality photos of destinations/hotels,Never notice,Neutral,1-3 months,Laptop,Sometimes,Augmented reality previews,Reviews and photos were most influential in my decision.,Better filtering and more authentic content would improve trust.,User3_106,user3_106@example.com
2025-06-15,Male,25-34,2-4 times per year,$500-1000,"Luxury travel, City breaks, Budget travel",Several times a week,Twitter/X,Yes,Twitter/X,Save the post,Neutral,"Search engines (Google, Bing)",Video content showing experiences,Never notice,Neutral,More than 3 months,Tablet,Rarely,AI itinerary suggestions,Reviews and photos were most influential in my decision.,Better filtering and more authentic content would improve trust.,User3_107,user3_107@example.com
